,film_id,rank
0,tt9288046,10
1,tt10648342,7
2,tt1313092,9
3,tt2345737,7
4,tt8009428,8
5,tt0217629,7
6,tt0409459,8
7,tt1745960,9
8,tt9561862,9
9,tt7984766,9
10,tt5770786,8
11,tt13024674,6
12,tt0416394,9
13,tt6334354,7
14,tt8398600,9
15,tt9140554,9
16,tt3480822,8
17,tt0293429,8
18,tt0289043,8
19,tt0463854,7
20,tt5774002,8
21,tt0105488,8
22,tt8936646,9
23,tt1950186,9
24,tt2531344,7
25,tt1979320,8
26,tt1312171,8
27,tt0866442,8
28,tt8530456,9
29,tt2432604,10
30,tt7908628,8
31,tt7529460,8
32,tt1456963,8
33,tt0388462,8
34,tt7909970,10
35,tt4520988,7
36,tt0475784,9
37,tt0180241,9
38,tt5539052,7
39,tt9082222,8
40,tt0332379,8
41,tt0457510,9
42,tt2283336,6
43,tt8579674,9
44,tt5290382,9
45,tt8652642,7
46,tt7286456,10
47,tt1517451,9
48,tt2467372,8
49,tt1043813,9
50,tt0944947,9
51,tt4574334,9
