,film_id,rank
0,tt1781058,10
1,tt7606572,10
2,tt7439680,9
3,tt0035502,7
4,tt7326136,6
5,tt0047377,5
6,tt0047085,9
7,tt7536680,10
8,tt7439650,7
9,tt7326134,9
10,tt0035438,8
11,tt5797798,9
12,tt0056957,10
13,tt0033405,9
14,tt7410146,10
15,tt7439618,9
16,tt7326132,9
17,tt0056063,10
18,tt0034449,10
19,tt7380812,3
20,tt7439614,6
21,tt0036984,1
22,tt6857374,5
23,tt0040832,3
24,tt7365106,9
25,tt7298162,7
26,tt7326128,10
27,tt7444708,7
28,tt0058404,9
29,tt0045544,8
30,tt7326126,9
31,tt7305252,6
32,tt6017172,7
33,tt6603860,8
34,tt0052427,8
35,tt4501244,9
36,tt7262820,9
37,tt0028988,7
38,tt7511084,10
39,tt7365108,8
40,tt7326118,8
41,tt6228942,9
42,tt0044012,6
43,tt0045193,8
44,tt7301508,6
45,tt7222702,2
46,tt7202066,5
47,tt0041550,1
48,tt0044105,2
49,tt6217052,3
50,tt0038937,1
51,tt0041328,9
52,tt7177984,10
53,tt7361626,9
54,tt7222696,10
55,tt6753972,10
56,tt0040695,10
57,tt0039288,10
58,tt1878870,10
59,tt6718536,7
60,tt6882968,8
61,tt0044186,8
62,tt0039660,6
63,tt6311830,9
64,tt6338374,10
65,tt5888586,4
66,tt0059336,6
67,tt2180994,1
68,tt7162324,1
69,tt3783958,1
70,tt0085794,7
71,tt0037651,10
72,tt6079060,4
73,tt4846340,7
74,tt0031212,1
75,tt0061556,10
76,tt0053371,9
77,tt0045737,6
78,tt1619029,9
79,tt0043807,9
80,tt0032846,9
81,tt0027630,9
82,tt0056568,9
83,tt0043852,9
84,tt0038773,7
85,tt0036526,9
86,tt3236120,8
87,tt0045932,8
88,tt0027125,8
89,tt0067146,8
90,tt2582782,9
91,tt6253360,10
92,tt0044566,2
93,tt0050861,7
94,tt1924435,8
95,tt0043759,7
96,tt0107507,5
97,tt5859090,10
98,tt0041571,8
99,tt0409459,7
100,tt3554046,9
101,tt3138104,7
102,tt1530509,9
103,tt0118589,10
104,tt0799949,10
105,tt0466342,10
106,tt0060666,10
107,tt2359704,9
108,tt7069210,10
109,tt3228774,9
110,tt5433138,9
111,tt1981128,9
112,tt0158493,9
113,tt4718304,9
114,tt1095213,4
115,tt2216577,8
116,tt6433606,10
117,tt3105674,9
118,tt0917551,8
119,tt9165462,8
120,tt6874502,6
121,tt1893088,8
122,tt3042608,10
123,tt1710310,4
124,tt2869898,8
125,tt1299440,10
126,tt3219170,9
127,tt1492090,3
128,tt3481544,3
129,tt7216636,7
130,tt10691770,7
131,tt1190634,8
132,tt9208876,1
133,tt10436284,10
134,tt0375568,9
135,tt0465502,9
136,tt7366338,8
137,tt13649904,8
138,tt13587664,9
139,tt1979376,10
140,tt8526872,10
141,tt1302006,10
142,tt7349950,10
143,tt6139732,10
144,tt3513498,10
145,tt4520988,10
146,tt2584384,1
147,tt7653254,10
148,tt6751668,9
149,tt8946378,9
150,tt6320628,8
151,tt4786824,7
152,tt0063522,8
153,tt4654002,8
154,tt2043757,5
155,tt0469111,9
156,tt0415306,9
157,tt0458339,10
158,tt0052618,7
159,tt0187738,7
160,tt9110170,9
161,tt2758770,10
162,tt1641384,8
163,tt0838283,8
164,tt0101452,6
165,tt1877832,7
166,tt5143438,10
167,tt0097757,9
168,tt2861424,9
169,tt1396484,9
170,tt0448115,8
171,tt0120382,5
172,tt0181852,10
173,tt1077368,5
174,tt0770828,9
175,tt1475582,8
176,tt2442560,5
177,tt0407887,2
178,tt0034583,10
179,tt1674047,8
180,tt3741700,9
