,film_id,rank
0,tt8003036,10
1,tt14060094,4
2,tt11827628,2
3,tt4998632,8
4,tt15174116,1
5,tt9469842,2
6,tt13651858,5
7,tt1630036,3
8,tt6079772,3
9,tt0134619,7
10,tt0119891,7
11,tt0339147,3
12,tt1059836,4
13,tt14538850,3
14,tt14730710,1
15,tt6692548,7
16,tt8894290,7
17,tt0058548,1
18,tt0120725,2
19,tt4572514,7
20,tt5592536,1
21,tt0486464,6
22,tt6913898,8
23,tt0125971,3
24,tt1110933,7
25,tt0372784,6
26,tt0418819,7
27,tt7119928,6
28,tt11291274,6
29,tt6674506,6
30,tt12550376,5
31,tt1991199,2
32,tt5362988,4
33,tt10461296,10
34,tt12584710,10
35,tt4935782,5
36,tt0486925,3
37,tt0337636,3
38,tt0354623,5
39,tt0436636,3
40,tt8880868,1
41,tt8063826,3
42,tt6613952,3
43,tt1969166,6
44,tt2654558,6
45,tt0309878,7
46,tt1037154,2
47,tt14766048,1
48,tt9020858,10
49,tt15141284,7
50,tt7805936,8
51,tt7776912,10
52,tt7748370,7
53,tt7718126,8
54,tt17953222,7
55,tt7653026,6
56,tt0125460,2
57,tt10278406,5
58,tt10278402,5
59,tt10278400,6
60,tt10228230,5
61,tt10914482,3
62,tt6720788,7
63,tt3177178,10
64,tt9855664,8
65,tt8924002,7
66,tt7030268,10
67,tt7762328,10
68,tt5108870,4
69,tt2220108,3
70,tt1910471,7
71,tt15358556,3
72,tt12591980,6
73,tt13429362,1
74,tt13866366,7
75,tt9079966,6
76,tt11779052,5
77,tt18748904,5
78,tt7690336,7
79,tt7555042,6
80,tt7468664,8
81,tt6654210,3
82,tt7400816,6
83,tt7258352,10
84,tt7102396,10
85,tt6802894,9
86,tt6687652,9
87,tt6342348,5
88,tt6164402,6
89,tt5972186,2
90,tt13043038,6
91,tt5757896,9
92,tt5532950,7
93,tt5289982,10
94,tt8634010,8
95,tt13283990,7
96,tt6238584,7
97,tt0271263,7
98,tt2460742,8
99,tt1753316,7
100,tt1753306,8
101,tt1753309,7
102,tt5295572,7
103,tt5293820,7
104,tt5291960,7
105,tt5289300,7
106,tt5287414,7
107,tt5285534,7
108,tt5285530,7
109,tt5285518,7
110,tt5285516,7
111,tt5285512,7
112,tt5285508,7
113,tt5285506,7
114,tt5285504,7
115,tt5285498,7
116,tt5285492,7
117,tt5285490,7
118,tt5285488,7
119,tt5285480,7
120,tt5285474,7
121,tt5285472,7
122,tt5285464,7
123,tt5285458,7
124,tt5285450,7
125,tt5285444,7
126,tt5285440,7
127,tt5164466,10
128,tt4897504,7
129,tt4682924,10
130,tt4554836,10
131,tt4301606,10
132,tt4298416,10
133,tt4296900,10
134,tt0104714,10
135,tt0301543,5
136,tt4292044,8
137,tt4294754,10
138,tt4288934,10
139,tt4283496,10
140,tt4280352,7
141,tt4278266,10
142,tt4276232,9
143,tt4273484,9
144,tt4118868,10
145,tt4108908,6
146,tt3760390,9
147,tt3607296,10
148,tt4689996,1
149,tt13192570,1
150,tt3758814,6
151,tt3345398,10
152,tt3278826,8
153,tt3170602,10
154,tt3019320,10
155,tt2885248,7
156,tt2755328,10
157,tt2578830,10
158,tt2476022,10
159,tt2292954,10
160,tt2132086,10
161,tt2078357,10
162,tt2040109,8
163,tt2011774,9
164,tt1854094,10
165,tt1854954,9
166,tt1833528,9
167,tt1811243,9
168,tt1791939,3
169,tt1763960,10
170,tt1740627,10
171,tt1720771,10
172,tt1702933,7
173,tt1687727,9
174,tt1670827,10
175,tt1648752,10
176,tt1589578,8
177,tt1613590,10
178,tt1579165,9
179,tt1578157,10
180,tt1562539,10
181,tt1551965,6
182,tt1544389,6
183,tt1599218,8
184,tt1604004,9
185,tt12511988,4
186,tt1533559,6
187,tt1528185,7
188,tt1495237,8
189,tt1505696,8
190,tt1516360,10
191,tt1486456,10
192,tt1466380,6
193,tt0221381,7
194,tt1458363,9
195,tt1449690,10
196,tt1441218,10
197,tt1431927,10
198,tt1421892,10
199,tt1877830,7
200,tt1413101,8
201,tt1398472,9
202,tt1403869,10
203,tt1334676,7
204,tt1329564,7
205,tt1322465,8
206,tt1365066,9
207,tt1351967,10
208,tt1349499,10
209,tt1315601,10
210,tt1308195,10
211,tt1293873,8
212,tt1287520,9
213,tt1283326,7
214,tt0940506,1
215,tt0295319,7
216,tt1266164,7
217,tt1276193,10
218,tt6673744,7
219,tt11808894,9
220,tt0203701,10
221,tt1410268,4
222,tt0282976,5
223,tt1254378,10
224,tt1252718,10
225,tt1710821,2
226,tt1699085,5
227,tt1690885,6
228,tt1655330,1
229,tt1644183,6
230,tt9097944,6
231,tt12630468,4
232,tt1247829,8
233,tt7546024,3
234,tt1247827,10
235,tt1247828,10
236,tt1248153,6
237,tt1246768,10
238,tt1246767,10
239,tt1246789,10
240,tt1246790,10
241,tt1246777,10
242,tt1246764,4
243,tt1246759,3
244,tt1246758,7
245,tt1246769,10
246,tt1246774,8
247,tt1246788,7
248,tt1246770,9
249,tt1246776,10
250,tt0301836,6
251,tt4063638,8
252,tt1246761,10
253,tt1246763,10
254,tt1246787,9
255,tt1246775,5
256,tt0292014,6
257,tt1246765,10
258,tt1246780,10
259,tt1246778,10
260,tt1246779,10
261,tt1246781,8
262,tt1246772,7
263,tt1246773,9
264,tt1246771,9
265,tt1246760,10
266,tt1246783,6
267,tt1246784,6
268,tt0108308,5
269,tt0763026,8
270,tt0701257,7
271,tt1246762,10
272,tt1245936,8
273,tt1246757,8
274,tt1246756,8
275,tt1245934,8
276,tt1245935,8
277,tt1246755,7
278,tt1243646,7
279,tt1478182,10
280,tt0172627,4
281,tt4586626,3
282,tt8599132,7
283,tt15268402,9
284,tt1241995,6
285,tt1243645,6
286,tt1243393,7
287,tt1243392,8
288,tt1243395,7
289,tt1243394,6
290,tt19863186,8
291,tt0186264,7
292,tt1241996,7
293,tt1238785,7
294,tt11475682,6
295,tt11268738,6
296,tt3755962,7
297,tt2671140,6
298,tt16451756,5
299,tt16451786,3
300,tt3771594,6
301,tt5299244,3
302,tt5297150,5
303,tt2101187,4
304,tt1614989,1
305,tt1581765,6
306,tt4074262,2
307,tt5462358,5
308,tt1838332,5
309,tt1238784,6
310,tt1230180,10
311,tt5899994,8
312,tt0094518,5
313,tt0015864,7
314,tt0757027,7
315,tt1345836,5
316,tt2382320,7
317,tt6679410,3
318,tt9418614,3
319,tt0088816,5
320,tt1798632,2
321,tt0087262,4
322,tt6047372,7
323,tt15004136,5
324,tt4858362,2
325,tt6684714,5
326,tt2636834,6
327,tt8268300,1
328,tt10134496,1
329,tt10834028,1
330,tt5254610,6
331,tt6692238,8
332,tt14356478,6
333,tt8155288,4
334,tt5308322,6
335,tt0302013,8
336,tt0302012,7
337,tt12703400,2
338,tt4495678,1
339,tt6388200,4
340,tt14761110,7
341,tt0083466,8
342,tt6765632,2
343,tt0433482,3
344,tt3456238,3
345,tt21086438,3
346,tt5697572,2
347,tt0304927,1
348,tt2176874,1
349,tt6148310,6
350,tt11265320,3
351,tt15695006,6
352,tt15481624,7
353,tt10066620,7
354,tt6237268,5
355,tt2279231,4
356,tt1464586,6
357,tt0829302,3
358,tt15140750,8
359,tt3093618,2
360,tt4278760,4
361,tt14244658,6
362,tt5503448,4
363,tt5969724,4
364,tt9060308,7
365,tt0068120,9
366,tt7493854,4
367,tt7043554,3
368,tt17049142,1
369,tt13296032,3
370,tt5731742,2
371,tt1166919,2
372,tt0354267,1
373,tt2510820,2
374,tt10680780,8
375,tt10670128,8
376,tt10670120,6
377,tt9771020,7
378,tt2512236,1
379,tt0069527,1
380,tt0108255,9
381,tt0232015,2
382,tt0250425,3
383,tt0157171,3
384,tt0888019,5
385,tt7133754,2
386,tt18379000,5
387,tt1744802,3
388,tt11085736,3
389,tt15516230,2
390,tt17494190,2
391,tt4930670,10
392,tt3663316,1
393,tt0179070,1
