,film_id,rank
0,tt21063148,7
1,tt12191076,8
2,tt1745960,10
3,tt20723672,2
4,tt8466564,3
5,tt20239248,6
6,tt2824770,5
7,tt0386993,7
8,tt4215766,8
9,tt5973626,9
10,tt9664108,5
11,tt1705038,8
12,tt3061046,6
13,tt0088944,9
14,tt15496376,8
15,tt0158409,8
16,tt5867226,4
17,tt9848626,6
18,tt10838180,5
19,tt0057163,9
20,tt8404256,6
21,tt13217458,9
22,tt13217454,8
23,tt13217448,7
24,tt13217446,5
25,tt13217394,9
26,tt13217442,2
27,tt6856242,6
28,tt13341414,8
29,tt0061027,8
30,tt0708486,8
31,tt0114529,4
32,tt11286314,9
33,tt7991608,6
34,tt1531713,1
35,tt15096796,5
36,tt9207558,8
37,tt9207556,8
38,tt9207554,2
39,tt9207552,9
40,tt14903892,10
41,tt11402054,6
42,tt9184820,8
43,tt0181262,9
44,tt12808182,8
45,tt10648714,4
46,tt10826054,2
47,tt0616895,9
48,tt5562070,7
49,tt11102190,9
50,tt0993840,5
51,tt0616905,7
52,tt0616903,5
53,tt0616897,9
54,tt0683590,7
55,tt0683602,4
56,tt0683587,7
57,tt0683572,8
58,tt0683563,8
59,tt0683570,8
60,tt0683579,6
61,tt0683581,7
62,tt0683578,7
63,tt1049286,9
64,tt0683594,9
65,tt0683575,9
66,tt0115226,8
67,tt9208876,4
68,tt11165358,6
69,tt1305826,6
70,tt7534102,6
71,tt8288450,10
72,tt0107362,8
73,tt4692656,8
74,tt11456054,9
75,tt6428676,8
76,tt0436992,2
77,tt10554010,10
78,tt10554002,9
79,tt9844008,6
80,tt10553998,10
81,tt8456094,9
82,tt1695360,5
83,tt6785292,10
84,tt9170108,4
85,tt10895604,9
86,tt7458796,4
87,tt7286456,10
88,tt10622136,3
89,tt1856101,9
90,tt2527336,4
91,tt2660888,6
92,tt0111161,10
93,tt7524614,7
