,film_id,rank
0,tt17041964,9
1,tt15090124,7
2,tt14549466,6
3,tt7144666,7
4,tt0103652,6
5,tt13320622,7
6,tt10648342,9
7,tt1745960,8
8,tt5979638,6
9,tt1242460,8
10,tt8041270,7
11,tt13403046,7
12,tt0085918,5
13,tt10984206,7
14,tt9419884,8
15,tt11423214,2
16,tt4123432,6
17,tt4123430,6
18,tt8368408,7
19,tt2357129,6
20,tt2080374,8
21,tt13872248,6
22,tt0082748,6
23,tt3758172,7
24,tt9288692,6
25,tt11242218,6
26,tt11138512,7
27,tt1798632,5
28,tt10515988,7
29,tt11576124,5
30,tt13560574,8
31,tt0048977,7
32,tt0080097,4
33,tt0181689,8
34,tt0408306,7
35,tt0056687,6
36,tt5108870,6
37,tt7657566,5
38,tt4244994,7
39,tt12137964,8
40,tt8368512,7
41,tt11881160,5
42,tt1355631,7
43,tt1079959,6
44,tt9772374,6
45,tt10229558,8
46,tt1877830,7
47,tt2763304,7
48,tt14901058,6
49,tt10329614,7
50,tt9834506,8
51,tt6856242,6
52,tt6920084,5
53,tt1464335,6
54,tt10081762,7
55,tt9032400,7
56,tt9639470,7
57,tt10838180,6
58,tt11245972,7
59,tt9848626,6
60,tt10872600,7
61,tt0065398,6
62,tt11394276,8
63,tt9182964,5
64,tt2467372,9
65,tt7668870,7
66,tt13669842,7
67,tt7740510,8
68,tt11628854,8
69,tt2980516,7
70,tt0119320,6
71,tt1478839,7
72,tt11140488,4
73,tt4805316,6
74,tt5034838,6
75,tt5180504,10
76,tt10327252,6
77,tt6372694,4
78,tt2975578,6
79,tt2326554,7
80,tt10065694,6
81,tt11657662,7
82,tt0454848,7
83,tt9731534,7
84,tt7984734,7
85,tt11320192,6
86,tt9812474,5
87,tt9777666,7
88,tt6475714,5
89,tt9243804,7
90,tt10665338,6
91,tt0870154,8
92,tt3631112,7
93,tt1160419,8
94,tt2382320,8
95,tt10944760,5
96,tt0111503,7
97,tt7097896,7
98,tt9376612,8
99,tt8385148,6
100,tt4581576,7
101,tt4218696,7
102,tt5918982,5
103,tt0054067,6
104,tt0103743,7
105,tt5215952,7
106,tt11804152,8
107,tt2733258,5
108,tt9347730,8
109,tt3811906,6
110,tt0462538,7
111,tt5433138,7
112,tt6246322,7
113,tt6334354,7
114,tt10954652,6
115,tt6264654,7
116,tt6341832,7
117,tt9844522,8
118,tt11083552,5
119,tt3480822,8
120,tt10342730,5
121,tt3460252,8
122,tt9419056,8
123,tt8332922,6
124,tt9314984,8
125,tt0993840,7
126,tt8004664,8
127,tt0069992,8
128,tt4682788,7
129,tt7069210,6
130,tt7397098,6
131,tt5462326,8
132,tt11337862,9
133,tt0293429,7
134,tt5433114,10
135,tt6513120,8
136,tt12361974,6
137,tt7126948,5
138,tt0157503,6
139,tt1809398,4
140,tt8633478,6
141,tt0114069,7
142,tt9110170,8
143,tt8114980,8
144,tt1253864,8
145,tt6079516,7
146,tt7959026,6
147,tt1734493,7
148,tt0317919,7
149,tt0120755,7
150,tt1964418,7
151,tt0117060,8
152,tt0119468,7
153,tt2096673,5
154,tt0096754,5
155,tt0080339,7
156,tt2716382,8
157,tt6203570,5
158,tt8829830,4
159,tt2239822,7
160,tt0338337,4
161,tt10539608,6
162,tt0139654,6
163,tt0418279,7
164,tt4701182,9
165,tt1727824,7
166,tt1592525,5
167,tt5886440,8
168,tt10814876,7
169,tt0295701,6
170,tt2737304,7
171,tt0356910,8
172,tt1137450,7
173,tt9691136,6
174,tt10919380,5
175,tt7557108,6
176,tt0286716,8
177,tt1854564,6
178,tt3833480,6
179,tt6266538,6
180,tt4532826,7
181,tt5610626,6
182,tt5050904,7
183,tt3949660,9
184,tt6095472,8
185,tt6533240,6
186,tt6189022,6
187,tt7374926,5
188,tt3393786,9
189,tt0428803,7
190,tt0488508,6
191,tt10669822,7
192,tt1366365,6
193,tt6840904,7
194,tt0381061,7
195,tt0246460,7
196,tt7390588,7
197,tt9072352,5
198,tt0112851,8
199,tt0143145,8
200,tt3319920,6
201,tt3705412,6
202,tt1976009,6
203,tt2118624,7
204,tt1618442,6
205,tt3850590,6
206,tt1727776,8
