,film_id,rank
0,tt19637852,5
1,tt14271498,1
2,tt7632118,8
3,tt4081630,1
4,tt11815682,5
5,tt5315212,6
6,tt10166622,1
7,tt19034522,4
8,tt14959710,5
9,tt2180339,1
10,tt1877830,7
11,tt16232892,6
12,tt10731032,6
13,tt17036612,7
14,tt15250706,7
15,tt12878838,5
16,tt14171256,5
17,tt13824204,2
18,tt10293406,4
19,tt13575806,10
20,tt13819960,4
21,tt12286260,3
22,tt7335184,5
23,tt10665338,3
24,tt15125616,7
25,tt5226698,9
26,tt4676574,6
27,tt9617582,5
28,tt6802400,4
29,tt5071412,8
30,tt10121392,2
31,tt11828492,3
32,tt6111574,7
33,tt11650492,4
34,tt9569546,4
35,tt13353168,4
36,tt5363618,7
37,tt8206668,5
38,tt9698442,9
39,tt0093693,8
40,tt9140342,8
41,tt5144174,4
42,tt10985096,1
43,tt13017992,6
44,tt4798836,7
45,tt7569576,8
46,tt0283520,8
47,tt12264402,8
48,tt4685762,4
49,tt8962124,6
50,tt10306228,3
51,tt10982034,5
52,tt11394468,7
53,tt9612516,1
54,tt7139936,7
55,tt7545266,3
