,film_id,rank
0,tt0120338,9
1,tt1649418,7
2,tt2713180,9
3,tt12497220,8
4,tt0983193,8
5,tt0217505,8
6,tt1121931,9
7,tt0479884,4
8,tt12187042,7
9,tt1602611,7
10,tt15176904,9
11,tt7144666,6
12,tt15090124,8
13,tt15225854,7
14,tt10857164,9
15,tt11950122,6
16,tt12187044,5
17,tt0099365,5
18,tt15134338,4
19,tt0089469,5
20,tt6665336,6
21,tt0088930,6
22,tt14268898,7
23,tt10648342,8
24,tt13841850,6
25,tt11950120,3
26,tt15068862,9
27,tt0914863,5
28,tt12810166,5
29,tt11172054,2
30,tt14246406,8
31,tt11950118,7
32,tt8466564,6
33,tt12191076,5
34,tt14549466,6
35,tt14143312,4
36,tt13841824,6
37,tt11950112,1
38,tt9419884,8
39,tt0384444,6
40,tt4375662,5
41,tt5788078,6
42,tt14075350,9
43,tt11950110,9
44,tt13841820,9
45,tt0168629,9
46,tt1979320,6
47,tt18257408,8
48,tt13840902,5
49,tt13636426,3
50,tt13820658,7
51,tt13840822,9
52,tt14048850,8
53,tt11860740,10
54,tt11138512,7
55,tt18257404,8
56,tt13707622,9
57,tt13609680,7
58,tt12312450,10
59,tt1618442,9
60,tt11172022,5
61,tt11172012,7
62,tt18257372,7
63,tt5348176,8
64,tt11172000,4
65,tt11171978,2
66,tt11171954,8
67,tt11171932,2
68,tt11043488,8
69,tt6665326,7
70,tt4998632,6
71,tt12187040,5
72,tt18257370,8
73,tt0084787,8
74,tt9561862,6
75,tt20239442,2
76,tt20239438,7
77,tt14536130,9
78,tt14536156,8
79,tt14519762,8
80,tt20239370,7
81,tt20239248,8
82,tt20235690,2
83,tt20193098,10
84,tt20193012,6
85,tt20192968,7
86,tt20192958,7
87,tt1464335,8
88,tt6710474,3
89,tt1492966,10
90,tt9212998,10
91,tt9208876,4
92,tt12187038,8
93,tt18257368,5
94,tt12187034,4
95,tt18257366,7
96,tt0099729,9
97,tt8385148,8
98,tt0425112,7
99,tt11950090,6
100,tt0042994,8
101,tt1442571,6
102,tt0095444,10
103,tt0074646,3
104,tt10954984,8
105,tt0167261,10
106,tt0113409,9
107,tt0053131,8
108,tt0404032,7
109,tt1197624,5
110,tt0111742,6
111,tt0113799,8
112,tt10645682,3
113,tt0039191,8
114,tt0203635,7
115,tt0097733,9
116,tt0064310,7
117,tt0093507,4
118,tt0079758,7
119,tt0083833,8
120,tt0162661,10
121,tt1047494,7
122,tt8952968,3
123,tt4123430,8
124,tt3705412,8
125,tt2042568,7
126,tt12519488,3
127,tt0107290,10
128,tt0382628,8
129,tt0077975,10
130,tt0107027,8
131,tt0124442,3
132,tt10648342,8
133,tt0068612,7
134,tt10509906,3
135,tt0032701,9
136,tt0076809,3
137,tt3787068,2
138,tt0096928,8
139,tt9783600,4
140,tt0864331,5
141,tt3704428,8
142,tt0093409,9
143,tt11272898,3
144,tt1724962,7
145,tt0077713,9
146,tt0430304,4
147,tt0063000,5
148,tt0088323,10
149,tt15090124,8
150,tt0054428,7
151,tt7144666,8
152,tt0778661,5
153,tt0086541,9
154,tt0120737,10
155,tt0244800,5
156,tt0265591,7
157,tt0117894,6
158,tt0110186,10
159,tt2490326,7
160,tt0934706,8
161,tt0177886,4
162,tt0050933,7
163,tt0113361,2
164,tt0375679,10
165,tt5979690,3
166,tt0090056,6
167,tt0905372,5
168,tt0093693,8
169,tt0155278,8
170,tt0092765,4
171,tt0082966,9
172,tt0089893,8
173,tt0065761,6
174,tt0397535,9
175,tt10262380,7
176,tt0906108,10
177,tt8041270,6
178,tt0083791,10
179,tt0109836,4
180,tt0039926,8
181,tt1029234,10
182,tt0301893,2
183,tt0339840,8
184,tt0094625,9
185,tt0308379,7
186,tt0053580,7
187,tt0104352,6
188,tt0430105,6
189,tt0038937,8
190,tt0948470,8
191,tt0092576,7
192,tt0106677,10
193,tt1188729,5
194,tt0120693,9
195,tt11908982,6
196,tt0032138,10
197,tt1077258,8
198,tt1745960,8
199,tt0120380,3
200,tt5240258,8
201,tt5665022,8
202,tt8960138,6
203,tt6427854,4
204,tt8396294,4
205,tt7631320,5
206,tt4058836,4
207,tt0082307,6
208,tt13304948,7
209,tt10204512,4
210,tt7329642,7
211,tt10503736,6
212,tt6910670,8
213,tt3662308,8
214,tt11995784,6
215,tt8370274,8
216,tt3111516,7
217,tt11140488,5
218,tt1552423,6
219,tt0076888,3
220,tt9110170,7
221,tt0066216,7
222,tt10740584,8
223,tt0066740,6
224,tt5189828,7
225,tt1776097,4
226,tt0076670,6
227,tt6592124,6
228,tt6793280,8
229,tt0075651,7
230,tt10665338,3
231,tt11914450,4
232,tt3348730,3
233,tt0078259,4
234,tt9314984,8
235,tt7715192,8
236,tt0167886,9
237,tt1971558,4
238,tt0075199,5
239,tt0079631,5
240,tt0077801,5
241,tt0085515,8
242,tt0078054,8
243,tt3811906,6
244,tt8880868,3
245,tt3529110,7
246,tt4112470,6
247,tt0200800,7
248,tt3148890,7
249,tt0037441,3
250,tt4633662,5
251,tt0019130,8
252,tt0069464,5
253,tt3884282,8
254,tt1800734,7
255,tt13429362,4
256,tt0116650,5
257,tt10198072,8
258,tt5194048,6
259,tt3301196,9
260,tt8063826,6
261,tt13192570,6
262,tt5628302,7
263,tt4805316,8
264,tt6191390,7
265,tt7464188,7
266,tt3949996,7
267,tt2250282,6
268,tt5903358,6
269,tt0023249,7
270,tt0455115,7
271,tt15614226,8
272,tt0058333,5
273,tt7446692,6
274,tt3952108,7
275,tt13437796,8
276,tt10531134,5
277,tt5039416,7
278,tt1743993,8
279,tt6251666,7
280,tt0065243,4
281,tt12749596,8
282,tt7071348,5
283,tt5761986,6
284,tt1987028,8
285,tt9436204,7
286,tt5072852,7
287,tt3280186,4
288,tt2233979,6
289,tt4572700,7
290,tt8707008,7
291,tt8110000,5
292,tt0066516,9
293,tt7737734,6
294,tt2320388,7
295,tt3758708,8
296,tt9182964,7
297,tt6469548,8
298,tt0061994,6
299,tt3776068,8
300,tt11540274,6
301,tt1863201,8
302,tt11959018,7
303,tt2709716,8
304,tt5742304,8
305,tt0273133,7
306,tt0061398,5
307,tt0273259,2
308,tt7144200,8
309,tt6857040,6
310,tt5719076,6
311,tt2638662,7
312,tt4368098,7
313,tt0451197,7
314,tt0125806,6
