,film_id,rank
0,tt8041270,2
1,tt14463552,8
2,tt5645432,8
3,tt11743610,8
4,tt0107286,8
5,tt20256528,10
6,tt13111040,9
7,tt11291274,8
8,tt1745960,10
9,tt19885626,9
10,tt10954652,8
11,tt11138512,7
12,tt11685912,8
13,tt13729648,8
14,tt7809420,9
15,tt2953250,9
16,tt13320622,8
17,tt1411598,7
18,tt9813792,9
19,tt13924672,4
20,tt8689290,7
21,tt12449586,2
22,tt14452228,8
23,tt11245972,7
24,tt7550014,8
25,tt2463208,9
26,tt13991232,9
27,tt9288030,9
28,tt3581652,1
29,tt9032400,2
30,tt6320628,9
31,tt10872600,9
32,tt13146488,9
33,tt5712554,9
34,tt14164730,9
35,tt4513678,8
36,tt11286314,9
37,tt9274670,3
38,tt10838180,3
39,tt7420342,9
40,tt3362238,10
41,tt12306824,1
42,tt12306822,1
43,tt12306820,1
44,tt12306818,1
45,tt12306816,1
46,tt12306814,1
47,tt12306812,1
48,tt12306810,1
49,tt10293406,8
50,tt11233960,8
51,tt12286260,1
52,tt5232792,8
53,tt10160804,9
54,tt15005868,10
55,tt10515988,1
56,tt8042500,1
57,tt1532495,8
58,tt9731534,8
59,tt3007572,8
60,tt7335184,9
61,tt8388390,9
62,tt12624928,1
63,tt15523010,9
64,tt9853678,8
65,tt12851524,8
66,tt11343600,8
67,tt11525188,9
68,tt8760932,8
69,tt10574558,9
70,tt3811906,8
71,tt9421570,8
72,tt6264654,9
73,tt10919420,8
74,tt6246322,8
75,tt7737528,8
76,tt12225230,1
77,tt9347730,2
78,tt3626476,8
79,tt4667888,8
80,tt10888878,10
81,tt10696896,8
82,tt6334354,9
83,tt5433138,7
84,tt0870154,8
85,tt12306692,9
86,tt8368408,9
87,tt9179552,9
88,tt3554046,1
89,tt9701940,9
90,tt8923854,9
91,tt13173144,8
92,tt3480822,8
93,tt6566576,8
94,tt9777666,8
95,tt9288692,8
96,tt8385148,9
97,tt8332922,8
98,tt4635276,7
99,tt14531756,1
100,tt14531752,1
101,tt14531754,1
102,tt14531748,1
103,tt14500542,1
104,tt12809988,9
105,tt7069210,8
106,tt10344410,6
107,tt7737786,7
108,tt3215824,8
109,tt6644200,8
110,tt11083552,9
111,tt3228774,8
112,tt0993840,9
113,tt13361442,1
114,tt12137964,9
115,tt9561862,9
116,tt9770150,1
117,tt7985576,10
118,tt2403776,9
119,tt8697870,9
120,tt0083767,8
121,tt9749938,9
122,tt5774002,9
123,tt6535880,9
124,tt14201598,2
125,tt13950332,6
126,tt14441238,2
127,tt8762206,8
128,tt10962368,8
129,tt9203694,7
130,tt1841642,8
