,film_id,rank
0,tt2503154,6
1,tt14043966,7
2,tt1745960,8
3,tt1675192,7
4,tt1259528,5
5,tt13964404,6
6,tt2934286,3
7,tt1877830,9
8,tt13991232,6
9,tt9907782,7
10,tt11466222,5
11,tt15085802,8
12,tt0985694,3
13,tt10872600,9
14,tt7740510,7
15,tt10515988,5
16,tt15520020,1
17,tt12731980,7
18,tt7097896,6
19,tt14961110,3
20,tt2149360,4
21,tt5922786,6
22,tt5748448,5
23,tt1855199,9
24,tt10954652,5
25,tt10228134,6
26,tt0311113,9
27,tt0433360,2
28,tt1905040,5
29,tt8332922,6
30,tt5867314,3
31,tt7394674,7
32,tt0993840,5
33,tt2443022,3
34,tt5918982,5
35,tt8778040,2
36,tt5034838,6
37,tt12361974,7
38,tt0169005,6
39,tt13603312,1
40,tt7918642,1
41,tt2226162,6
42,tt12734800,10
43,tt8952968,4
44,tt7668870,8
45,tt8675532,3
46,tt9174536,3
47,tt0448157,7
48,tt8772262,5
49,tt6882604,9
50,tt7844166,7
51,tt5022702,5
52,tt2359082,5
53,tt7980006,1
54,tt8936646,7
55,tt5895028,2
56,tt3584496,4
57,tt9617582,1
58,tt8361028,6
59,tt2334896,7
60,tt3748918,5
61,tt8244784,6
62,tt10985510,4
63,tt0361596,1
64,tt5774060,5
65,tt7323600,3
66,tt0391198,8
67,tt6857112,4
68,tt3662308,4
69,tt7286456,10
70,tt1206885,6
71,tt6320628,5
72,tt7752126,8
73,tt2330380,7
74,tt2139813,2
75,tt1825683,3
76,tt4695012,3
77,tt0930083,7
78,tt2781832,8
79,tt2324928,3
80,tt1060277,8
81,tt0129332,8
82,tt2011276,8
83,tt2885364,3
84,tt2881698,5
85,tt0134847,8
86,tt2109248,6
87,tt2231554,2
88,tt1922777,5
89,tt2105044,5
90,tt0367882,4
91,tt1259521,1
92,tt1591095,4
93,tt1245492,6
94,tt2942620,2
95,tt2383068,5
96,tt1649444,4
97,tt1707392,7
98,tt0185937,9
99,tt1781812,7
100,tt0119081,8
101,tt2229511,8
102,tt1336006,8
103,tt2309961,8
104,tt2010976,5
105,tt2229103,4
